Date,Open,High,Low,Close,Adj Close,Volume
2019-08-07,0.9200,0.92,0.87,0.87,0.87,"1,645,600"
2019-08-06,0.8000,0.95,0.77,0.94,0.94,"3,512,700"
2019-08-05,0.8100,0.83,0.77,0.78,0.78,"2,402,400"
2019-08-02,0.8600,0.86,0.83,0.84,0.84,"2,000,800"
2019-08-01,0.9100,0.91,0.86,0.87,0.87,"2,280,300"
2019-07-31,0.9300,0.95,0.91,0.91,0.91,"1,210,300"
2019-07-30,0.9100,0.96,0.89,0.93,0.93,"1,701,600"
2019-07-29,0.9300,0.94,0.91,0.91,0.91,"1,163,200"
2019-07-26,0.9500,0.97,0.93,0.93,0.93,"1,002,300"
2019-07-25,0.9800,0.98,0.94,0.95,0.95,"1,006,500"
2019-07-24,0.9600,0.99,0.93,0.99,0.99,"998,200"
2019-07-23,0.9900,0.99,0.95,0.96,0.96,"1,093,700"
2019-07-22,1.0000,1.0,0.97,0.97,0.97,"868,900"
2019-07-19,1.0100,1.02,0.97,1.0,1.0,"840,200"
2019-07-18,0.9700,1.01,0.97,0.99,0.99,"1,012,400"
2019-07-17,1.0000,1.03,0.96,0.98,0.98,"1,994,100"
2019-07-16,1.0300,1.04,1.0,1.03,1.03,"1,537,800"
2019-07-15,0.9400,1.05,0.93,1.05,1.05,"4,087,200"
2019-07-12,0.9300,0.95,0.91,0.94,0.94,"2,018,100"
2019-07-11,0.9700,0.97,0.92,0.93,0.93,"1,435,400"
2019-07-10,0.9200,0.98,0.92,0.95,0.95,"1,935,800"
2019-07-09,0.9500,0.96,0.91,0.93,0.93,"3,081,400"
2019-07-08,1.0300,1.03,0.95,0.96,0.96,"4,066,000"
2019-07-05,1.0100,1.05,0.98,1.03,1.03,"2,525,600"
2019-07-03,1.0400,1.07,1.0,1.0,1.0,"2,877,500"
2019-07-02,1.0700,1.09,1.03,1.08,1.08,"2,794,800"
2019-07-01,1.2100,1.21,1.04,1.09,1.09,"6,071,800"
2019-06-28,1.1300,1.19,1.1,1.16,1.16,"8,626,300"
2019-06-27,1.0500,1.11,1.01,1.11,1.11,"4,541,900"
2019-06-26,1.0200,1.11,1.0,1.0,1.0,"7,596,900"
2019-06-25,1.1300,1.2,0.95,1.1,1.1,"14,657,600"
2019-06-24,1.7000,1.78,1.17,1.21,1.21,"54,439,100"
2019-06-21,1.1900,1.35,1.15,1.34,1.34,"12,902,900"
2019-06-20,1.3400,1.34,1.25,1.28,1.28,"2,926,900"
2019-06-19,1.3000,1.35,1.29,1.31,1.31,"2,259,300"
2019-06-18,1.3800,1.42,1.3,1.31,1.31,"2,617,600"
2019-06-17,1.3200,1.39,1.3,1.37,1.37,"3,273,200"
2019-06-14,1.2700,1.31,1.25,1.29,1.29,"3,630,500"
2019-06-13,1.3200,1.33,1.25,1.28,1.28,"2,699,700"
2019-06-12,1.2800,1.34,1.27,1.3,1.3,"2,795,000"
2019-06-11,1.3100,1.32,1.27,1.28,1.28,"1,062,600"
2019-06-10,1.2700,1.32,1.26,1.29,1.29,"1,809,500"
2019-06-07,1.2900,1.32,1.24,1.25,1.25,"2,387,600"
2019-06-06,1.4000,1.4,1.25,1.27,1.27,"2,825,800"
2019-06-05,1.4200,1.42,1.33,1.36,1.36,"1,884,200"
2019-06-04,1.2900,1.38,1.29,1.34,1.34,"2,316,200"
